Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Volatility
2015-01-02,27.84749984741211,27.860000610351562,26.837499618530273,27.332500457763672,24.37395668029785,212818400,,
2015-01-05,27.072500228881836,27.162500381469727,26.352500915527344,26.5625,23.687307357788086,257142000,-0.028171434433737375,
2015-01-06,26.635000228881836,26.857500076293945,26.157499313354492,26.565000534057617,23.68953514099121,263188400,9.404965999193493e-05,
2015-01-07,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,24.021713256835938,160423600,0.014022145806902753,
2015-01-08,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,24.944679260253906,237458000,0.03842215555359352,
2015-01-09,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,24.971433639526367,214798000,0.0010725485380400634,
2015-01-12,28.149999618530273,28.157499313354492,27.200000762939453,27.3125,24.35612678527832,198603200,-0.024640429665764185,
2015-01-13,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,24.572370529174805,268367600,0.008878412639368838,
2015-01-14,27.260000228881836,27.622499465942383,27.125,27.450000762939453,24.478742599487305,195826400,-0.003810292929464665,
2015-01-15,27.5,27.514999389648438,26.665000915527344,26.704999923706055,23.814382553100586,240056000,-0.027140284828217953,
2015-01-16,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,23.62934112548828,314053200,-0.007770154325845158,
2015-01-20,26.959999084472656,27.24250030517578,26.625,27.18000030517578,24.237964630126953,199599600,0.025757108562886044,
2015-01-21,27.237499237060547,27.764999389648438,27.0674991607666,27.387500762939453,24.42300033569336,194303600,0.0076341272210791455,
2015-01-22,27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,25.058387756347656,215185600,0.02601594447532718,
2015-01-23,28.075000762939453,28.4375,27.88249969482422,28.2450008392334,25.187685012817383,185859200,0.005159839400959543,
2015-01-26,28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530273,25.214441299438477,222460000,0.0010622765294816539,
2015-01-27,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,24.331600189208984,382274800,-0.035013312400824614,
2015-01-28,29.407499313354492,29.530000686645508,28.827499389648438,28.827499389648438,25.707130432128906,585908400,0.056532666664889764,
2015-01-29,29.079999923706055,29.797500610351562,28.889999389648438,29.725000381469727,26.50748634338379,337745600,0.031133615374456358,
2015-01-30,29.600000381469727,30.0,29.212499618530273,29.290000915527344,26.11957359313965,334982000,-0.014634082810381699,
2015-02-02,29.512500762939453,29.792499542236328,29.020000457763672,29.657499313354492,26.447294235229492,250956400,0.012546936913852225,
2015-02-03,29.625,29.772499084472656,29.40250015258789,29.662500381469727,26.451749801635742,207662800,0.00016846965011318993,
2015-02-04,29.625,30.127500534057617,29.577499389648438,29.889999389648438,26.654626846313477,280598800,0.007669702238949361,
2015-02-05,30.0049991607666,30.0575008392334,29.8125,29.985000610351562,26.844873428344727,168984800,0.007137469345497971,
2015-02-06,30.0049991607666,30.0625,29.612499237060547,29.732500076293945,26.618820190429688,174826400,-0.008420722806476544,
2015-02-09,29.637500762939453,29.959999084472656,29.607500076293945,29.93000030517578,26.79563331604004,155559200,0.006642410307648561,
2015-02-10,30.042499542236328,30.537500381469727,30.040000915527344,30.5049991607666,27.3104190826416,248034000,0.019211554380146323,
2015-02-11,30.6924991607666,31.229999542236328,30.625,31.219999313354492,27.950538635253906,294247200,0.02343865726392913,
2015-02-12,31.514999389648438,31.8700008392334,31.392499923706055,31.614999771118164,28.30417823791504,297898000,0.012652335873595266,
2015-02-13,31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,28.442943572998047,217088800,0.0049026448998659156,
2015-02-17,31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,28.61080551147461,252609600,0.005901707678241941,0.31739198151778414
2015-02-18,31.907499313354492,32.19499969482422,31.862499237060547,32.18000030517578,28.81001091003418,179566800,0.00696259315312453,0.3008605010741545
2015-02-19,32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,28.749582290649414,149449600,-0.0020974868622392062,0.30134654054185794
2015-02-20,32.154998779296875,32.375,32.01250076293945,32.375,28.984586715698242,195793600,0.008174185721135263,0.30057845115638737
2015-02-23,32.505001068115234,33.25,32.415000915527344,33.25,29.767961502075195,283896400,0.027027288470967692,0.2917307265694649
2015-02-24,33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,29.582181930541992,276912400,-0.006240923535199117,0.2935839475365907
2015-02-25,32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,28.825672149658203,298846800,-0.025573156931427476,0.2944363111447557
2015-02-26,32.1974983215332,32.717498779296875,31.65250015258789,32.60499954223633,29.19049835205078,365150000,0.01265629472570362,0.29498296004419494
2015-02-27,32.5,32.64250183105469,32.060001373291016,32.1150016784668,28.751813888549805,248059200,-0.01502833073318044,0.2999493999738603
2015-03-02,32.3125,32.56999969482422,32.07500076293945,32.272499084472656,28.892824172973633,192386800,0.004904396118116994,0.28353157879232704
2015-03-03,32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,28.953248977661133,151265200,0.0020913429689584095,0.280608746379901
2015-03-04,32.275001525878906,32.38999938964844,32.08000183105469,32.1349983215332,28.769712448120117,126665200,-0.006339065079798978,0.2773112944060566
2015-03-05,32.14500045776367,32.1875,31.440000534057617,31.602500915527344,28.292991638183594,226068400,-0.016570232003402352,0.284750994031862
2015-03-06,32.099998474121094,32.342498779296875,31.565000534057617,31.649999618530273,28.33551025390625,291368400,0.0015027967443808077,0.2778612281199261
