Date,Open,High,Low,Close,Adj Close,Volume,Daily_Volume_transaction,Daily_Return,Volatility
2016-01-04,25.65250015258789,26.342500686645508,25.5,26.337499618530273,23.8868350982666,270597600,,,
2016-01-05,26.4375,26.462499618530273,25.602500915527344,25.677499771118164,23.288244247436523,223164000,-0.1752920203283399,-0.025059445856580487,
2016-01-06,25.139999389648438,25.592500686645508,24.967500686645508,25.174999237060547,22.832502365112305,273829600,0.2270330340019,-0.019569611065651027,
2016-01-07,24.670000076293945,25.032499313354492,24.107500076293945,24.112499237060547,21.868865966796875,324377600,0.18459655201629044,-0.042204589882703814,
2016-01-08,24.637500762939453,24.77750015258789,24.190000534057617,24.239999771118164,21.984500885009766,283192000,-0.12696807671059895,0.00528765041536472,
2016-01-11,24.74250030517578,24.764999389648438,24.334999084472656,24.63249969482422,22.34048080444336,198957600,-0.2974462555439419,0.016192312997941105,
2016-01-12,25.137500762939453,25.172500610351562,24.709999084472656,24.989999771118164,22.664714813232422,196616800,-0.011765320852282102,0.014513295914588165,
2016-01-13,25.079999923706055,25.297500610351562,24.325000762939453,24.34749984741211,22.08199691772461,249758400,0.27028005745185557,-0.025710356398025436,
2016-01-14,24.489999771118164,25.1200008392334,23.934999465942383,24.8799991607666,22.564952850341797,252680400,0.011699306209520977,0.021871026176510933,
2016-01-15,24.049999237060547,24.427499771118164,23.84000015258789,24.282499313354492,22.023046493530273,319335600,0.2637925220951052,-0.024015399473937493,
2016-01-19,24.602500915527344,24.662500381469727,23.875,24.165000915527344,21.91648292541504,212350800,-0.3350230916941299,-0.004838729652890672,
2016-01-20,23.774999618530273,24.547500610351562,23.354999542236328,24.197500228881836,21.945955276489258,289337600,0.3625453730336783,0.001344757330567825,
2016-01-21,24.264999389648438,24.469999313354492,23.735000610351562,24.075000762939453,21.83485984802246,208646000,-0.2788839058594528,-0.005062227962608357,
2016-01-22,24.657499313354492,25.364999771118164,24.592500686645508,25.354999542236328,22.995752334594727,263202000,0.26147637625451714,0.053166930983411076,
2016-01-25,25.3799991607666,25.38249969482422,24.802499771118164,24.860000610351562,22.54680824279785,207178000,-0.2128555254139406,-0.019522913852289325,
2016-01-26,24.982500076293945,25.219999313354492,24.517499923706055,24.997499465942383,22.671520233154297,300308000,0.44951684059118246,0.005531248104541975,
2016-01-27,24.010000228881836,24.157499313354492,23.334999084472656,23.354999542236328,21.181842803955078,533478800,0.7764388561077293,-0.06570699335021868,
2016-01-28,23.447500228881836,23.6299991607666,23.09749984741211,23.522499084472656,21.33376121520996,222715200,-0.5825228668880562,0.007172105499079429,
2016-01-29,23.697500228881836,24.334999084472656,23.587499618530273,24.334999084472656,22.070663452148438,257666000,0.15693046545543377,0.034541599556908054,
2016-02-01,24.11750030517578,24.177499771118164,23.850000381469727,24.107500076293945,21.864330291748047,163774000,-0.36439421576769926,-0.009348752059390675,
2016-02-02,23.854999542236328,24.010000228881836,23.56999969482422,23.6200008392334,21.422195434570312,149428800,-0.08759143698022887,-0.020221742503798712,
2016-02-03,23.75,24.209999084472656,23.520000457763672,24.087499618530273,21.846193313598633,183857200,0.23040002998083375,0.01979245686201181,
2016-02-04,23.96500015258789,24.332500457763672,23.797500610351562,24.149999618530273,22.021732330322266,185886800,0.011039002008080168,0.00803522216451169,
2016-02-05,24.1299991607666,24.229999542236328,23.422500610351562,23.5049991607666,21.43357276916504,185672400,-0.0011533901277551717,-0.026708142317549477,
2016-02-08,23.282499313354492,23.924999237060547,23.260000228881836,23.752500534057617,21.65925407409668,216085600,0.1638003278893363,0.010529336726180949,
2016-02-09,23.572500228881836,23.985000610351562,23.482500076293945,23.747499465942383,21.654699325561523,177324800,-0.17937706168296264,-0.00021029110788273186,
2016-02-10,23.979999542236328,24.087499618530273,23.524999618530273,23.5674991607666,21.490558624267578,169374400,-0.04483524019200924,-0.007579911354400171,
2016-02-11,23.447500228881836,23.68000030517578,23.147499084472656,23.424999237060547,21.360620498657227,200298800,0.1825801301731549,-0.006046288878857831,
2016-02-12,23.547500610351562,23.625,23.252500534057617,23.497499465942383,21.42673110961914,161405600,-0.19417590120360184,0.003094976148565909,
2016-02-16,23.7549991607666,24.212499618530273,23.65250015258789,24.15999984741211,22.030847549438477,196231600,0.21576698701903774,0.02819452191417704,
2016-02-17,24.167499542236328,24.552499771118164,24.037500381469727,24.530000686645508,22.368236541748047,179452800,-0.08550508684635905,0.015314390041166082,0.38049868518045354
2016-02-18,24.709999084472656,24.72249984741211,24.022499084472656,24.065000534057617,21.9442195892334,156084000,-0.13022254319798854,-0.018956208359262594,0.37767236060321796
2016-02-19,24.0,24.190000534057617,23.950000762939453,24.010000228881836,21.894067764282227,141496800,-0.09345736910894131,-0.0022854230357673977,0.37387064026841366
2016-02-22,24.077499389648438,24.225000381469727,23.979999542236328,24.219999313354492,22.085559844970703,137123200,-0.030909532936433948,0.008746299808246372,0.35385381201371147
2016-02-23,24.100000381469727,24.125,23.637500762939453,23.672500610351562,21.586305618286133,127770400,-0.06820727637628055,-0.02260545941280545,0.3598072137069313
2016-02-24,23.4950008392334,24.094999313354492,23.329999923706055,24.024999618530273,21.907737731933594,145022800,0.13502657892594838,0.014890556973082614,0.35930628781157675
2016-02-25,24.012500762939453,24.190000534057617,23.8125,24.190000534057617,22.058208465576172,110330800,-0.23921755751509421,0.006868383010777412,0.3572256417928978
2016-02-26,24.299999237060547,24.5049991607666,24.145000457763672,24.227500915527344,22.0924015045166,115964400,0.05106099112849716,0.0015501276540110798,0.3492609813898886
2016-02-29,24.21500015258789,24.5575008392334,24.162500381469727,24.172500610351562,22.042247772216797,140865200,0.21472796823852836,-0.002270180192477045,0.3432316518106207
2016-03-01,24.412500381469727,25.1924991607666,24.354999542236328,25.13249969482422,22.917640686035156,201628400,0.4313570704474916,0.039714321464154434,0.35487815707075643
2016-03-02,25.127500534057617,25.22249984741211,24.90999984741211,25.1875,22.96779441833496,132678400,-0.3419657151472709,0.002188433486103314,0.35435932165824224
2016-03-03,25.145000457763672,25.427499771118164,25.112499237060547,25.375,23.138774871826172,147822800,0.11414367372533896,0.007444356666425067,0.35473124885793156
2016-03-04,25.592500686645508,25.9375,25.342500686645508,25.752500534057617,23.483001708984375,184220400,0.2462245336984552,0.014876623289910462,0.35598261242684676
2016-03-07,25.59749984741211,25.707500457763672,25.239999771118164,25.467500686645508,23.223119735717773,143315600,-0.22204272708125705,-0.011066812347382826,0.3240578384115105
2016-03-08,25.19499969482422,25.440000534057617,25.100000381469727,25.25749969482422,23.031627655029297,126247600,-0.11909380416367787,-0.008245751770980081,0.31961105443973137
2016-03-09,25.327499389648438,25.395000457763672,25.0674991607666,25.280000686645508,23.052143096923828,108806800,-0.138147576666804,0.0008907508493023464,0.3193105636090613
2016-03-10,25.352500915527344,25.559999465942383,25.037500381469727,25.292499542236328,23.063539505004883,134054400,0.23204064451854123,0.0004943752098509613,0.24961704153967373
2016-03-11,25.559999465942383,25.56999969482422,25.375,25.565000534057617,23.312026977539062,109632800,-0.1821767879308699,0.010774038931893104,0.25036240785801334
2016-03-14,25.477500915527344,25.727500915527344,25.44499969482422,25.6299991607666,23.37129783630371,100304400,-0.0850876744915755,0.0025425012943642855,0.23191782370014727
2016-03-15,25.989999771118164,26.295000076293945,25.962499618530273,26.145000457763672,23.840919494628906,160270800,0.5978441623697466,0.020093948637961878,0.2350611709773883
2016-03-16,26.15250015258789,26.577499389648438,26.147499084472656,26.49250030517578,24.157791137695312,153214000,-0.04403047841528218,0.013291083137032311,0.22619893174553074
2016-03-17,26.3799991607666,26.61750030517578,26.239999771118164,26.450000762939453,24.119035720825195,137682800,-0.1013693265628467,-0.0016042616085725214,0.22176701017539185
